#FOR THE FULL HISTORICAL DATA VISIT : https://ork.ad
time,open,high,low,close,volume
2025-10-03T20:30:00Z,15168.3,15168.81,15164.79,15168.29,65.0
2025-10-06T01:00:00Z,15168.29,15168.29,15114.7,15150.69,2256.0
2025-10-06T01:30:00Z,15150.69,15183.21,15130.19,15167.7,8632.0
2025-10-06T02:00:00Z,15167.7,15174.71,15149.19,15158.21,3530.0
2025-10-06T02:30:00Z,15158.21,15159.7,15127.19,15139.7,1863.0
2025-10-06T03:00:00Z,15139.7,15143.2,15119.2,15129.2,924.0
2025-10-06T03:30:00Z,15129.2,15143.19,15127.19,15136.19,702.0
2025-10-06T04:00:00Z,15136.19,15146.2,15129.2,15142.69,335.0
2025-10-06T04:30:00Z,15142.69,15151.2,15138.2,15144.19,205.0
2025-10-06T05:00:00Z,15144.19,15151.2,15108.7,15144.7,1448.0
2025-10-06T05:30:00Z,15144.7,15160.7,15140.7,15160.2,820.0
2025-10-06T06:00:00Z,15160.2,15162.2,15146.7,15147.69,514.0
2025-10-06T06:30:00Z,15147.69,15153.7,15143.69,15145.7,354.0
2025-10-06T07:00:00Z,15145.7,15146.2,15134.2,15135.7,573.0
2025-10-06T07:30:00Z,15135.7,15139.7,15119.7,15125.19,623.0
2025-10-06T08:00:00Z,15125.19,15126.2,15118.19,15126.19,368.0
2025-10-06T09:00:00Z,15126.19,15133.2,15125.19,15133.2,199.0
2025-10-06T09:30:00Z,15133.2,15135.2,15128.19,15128.69,143.0
2025-10-06T10:00:00Z,15128.69,15129.7,15122.69,15122.7,94.0
2025-10-06T10:30:00Z,15122.7,15130.7,15121.2,15123.2,121.0
2025-10-06T11:00:00Z,15123.2,15128.2,15119.2,15124.19,198.0
2025-10-06T11:30:00Z,15124.19,15127.2,15121.2,15123.2,205.0
2025-10-06T12:00:00Z,15123.2,15125.2,15116.2,15121.2,257.0
2025-10-06T12:30:00Z,15121.2,15124.2,15117.19,15122.2,193.0
2025-10-06T13:00:00Z,15122.2,15132.2,15121.19,15127.2,207.0
2025-10-06T13:30:00Z,15127.2,15151.2,15117.7,15145.7,1525.0
2025-10-06T14:00:00Z,15145.7,15151.2,15139.2,15148.2,724.0
2025-10-06T14:30:00Z,15148.2,15164.2,15145.2,15161.2,554.0
2025-10-06T15:00:00Z,15161.2,15167.2,15150.2,15157.7,553.0
2025-10-06T15:30:00Z,15157.7,15174.21,15156.7,15169.2,732.0
2025-10-06T16:00:00Z,15169.2,15172.7,15164.7,15170.7,484.0
2025-10-06T16:30:00Z,15170.7,15171.2,15164.2,15169.2,346.0
2025-10-06T17:00:00Z,15169.2,15176.2,15166.21,15175.21,245.0
2025-10-06T17:30:00Z,15175.21,15179.2,15173.2,15175.7,261.0
2025-10-06T18:00:00Z,15175.7,15180.2,15175.2,15180.2,188.0
2025-10-06T18:30:00Z,15180.2,15185.2,15176.7,15183.2,220.0
2025-10-06T19:00:00Z,15183.2,15186.2,15179.2,15180.21,114.0
2025-10-06T19:30:00Z,15180.21,15183.2,15174.2,15175.2,148.0
2025-10-06T20:00:00Z,15175.2,15177.7,15174.2,15176.2,78.0
2025-10-06T20:30:00Z,15176.2,15179.21,15176.2,15179.2,28.0
2025-10-07T01:00:00Z,15179.2,15195.05,15164.55,15190.53,525.0
2025-10-07T01:30:00Z,15190.53,15216.55,15187.04,15214.55,539.0
2025-10-07T02:00:00Z,15214.55,15231.05,15210.53,15218.04,439.0
2025-10-07T02:30:00Z,15218.04,15221.04,15193.03,15199.03,269.0
2025-10-07T03:00:00Z,15199.03,15201.05,15185.03,15196.04,275.0
2025-10-07T03:30:00Z,15196.04,15198.55,15182.53,15187.04,236.0
2025-10-07T04:00:00Z,15187.04,15187.55,15170.03,15175.03,337.0
2025-10-07T04:30:00Z,15175.03,15176.53,15160.54,15164.05,236.0
2025-10-07T05:00:00Z,15164.05,15165.55,15145.03,15149.54,293.0
2025-10-07T05:30:00Z,15149.54,15153.03,15141.02,15148.02,242.0
2025-10-07T06:00:00Z,15148.02,15152.54,15145.02,15145.03,183.0
2025-10-07T06:30:00Z,15145.03,15147.53,15138.02,15141.52,153.0
2025-10-07T07:00:00Z,15141.52,15141.52,15127.53,15134.03,522.0
2025-10-07T07:30:00Z,15134.03,15140.03,15128.02,15134.54,262.0
2025-10-07T08:00:00Z,15134.54,15135.53,15128.03,15135.53,782.0
2025-10-07T09:00:00Z,15135.53,15137.54,15131.52,15132.54,1658.0
2025-10-07T09:30:00Z,15132.54,15142.02,15132.52,15141.53,69.0
2025-10-07T10:00:00Z,15141.53,15144.03,15138.52,15138.52,55.0
2025-10-07T10:30:00Z,15138.52,15144.04,15137.53,15143.03,71.0
2025-10-07T11:00:00Z,15143.03,15148.54,15143.02,15145.04,37.0
2025-10-07T11:30:00Z,15145.04,15151.55,15143.03,15150.04,77.0
2025-10-07T12:00:00Z,15150.04,15155.05,15147.54,15150.53,94.0
2025-10-07T12:30:00Z,15150.53,15181.03,15149.02,15174.54,231.0
2025-10-07T13:00:00Z,15174.54,15193.54,15166.03,15180.53,308.0
2025-10-07T13:30:00Z,15180.53,15191.05,15172.05,15181.03,540.0
2025-10-07T14:00:00Z,15181.03,15181.54,15159.54,15168.05,511.0
2025-10-07T14:30:00Z,15168.05,15173.53,15160.03,15169.05,399.0
2025-10-07T15:00:00Z,15169.05,15174.55,15148.53,15148.53,718.0
2025-10-07T15:30:00Z,15148.53,15148.53,15125.02,15135.04,746.0
2025-10-07T16:00:00Z,15135.04,15150.53,15130.02,15147.04,1019.0
2025-10-07T16:30:00Z,15147.04,15166.03,15144.02,15147.03,524.0
2025-10-07T17:00:00Z,15147.03,15154.54,15145.02,15148.03,356.0
2025-10-07T17:30:00Z,15148.03,15149.04,15138.02,15138.02,376.0
2025-10-07T18:00:00Z,15138.02,15139.04,15130.03,15136.54,328.0
